,type,heuristic,runtime,number of splits,number of backtracks,number of simplifications,solution
21,9x9,0,3.886925220489502,0,5,29,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 432, 446, 453, 469, 471, 488, 495, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 631, 645, 654, 662, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 974, 981, 999]"
22,9x9,0,3.307079792022705,0,0,11,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 517, 529, 536, 542, 558, 561, 575, 583, 594, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 755, 768, 779, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 959, 966, 972, 984, 995]"
23,9x9,0,3.6212306022644043,0,4,27,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 417, 429, 431, 446, 453, 462, 474, 488, 495, 515, 524, 536, 547, 558, 561, 572, 583, 599, 613, 628, 632, 649, 654, 665, 677, 681, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 971, 989, 994]"
24,9x9,0,3.474933385848999,0,1,15,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 429, 431, 446, 453, 462, 474, 488, 495, 515, 524, 536, 547, 558, 561, 572, 583, 599, 613, 628, 632, 645, 654, 669, 677, 681, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 971, 989, 994]"
25,9x9,0,3.5299906730651855,0,2,19,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 517, 529, 536, 542, 558, 561, 574, 583, 595, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 972, 989, 994]"
26,9x9,0,3.3522045612335205,0,0,11,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 432, 446, 453, 469, 471, 488, 495, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 631, 645, 654, 662, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 974, 981, 999]"
27,9x9,0,3.4690165519714355,0,1,11,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 429, 432, 446, 457, 465, 471, 488, 494, 517, 524, 536, 549, 558, 561, 572, 583, 595, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 974, 982, 999]"
28,9x9,0,3.9529449939727783,0,6,35,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 429, 432, 446, 457, 465, 471, 488, 494, 517, 524, 536, 542, 558, 561, 579, 583, 595, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 972, 984, 999]"
29,9x9,0,3.6723523139953613,0,1,15,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 226, 237, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 414, 423, 432, 446, 457, 469, 471, 488, 495, 517, 529, 536, 545, 558, 561, 572, 583, 594, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 733, 741, 755, 768, 774, 787, 799, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 924, 931, 947, 959, 966, 975, 982, 993]"
30,9x9,0,4.017066240310669,0,5,29,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 226, 237, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 415, 429, 432, 446, 457, 463, 471, 488, 494, 514, 527, 536, 542, 558, 561, 575, 583, 599, 611, 628, 633, 645, 654, 669, 677, 682, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 817, 823, 839, 844, 855, 862, 876, 881, 898, 918, 924, 931, 947, 953, 966, 972, 989, 995]"
31,9x9,0,3.3683505058288574,0,0,7,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 227, 236, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 415, 429, 432, 446, 457, 463, 471, 488, 494, 514, 526, 537, 542, 558, 561, 575, 583, 599, 611, 628, 633, 645, 654, 669, 677, 682, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 817, 823, 839, 844, 855, 862, 876, 881, 898, 918, 924, 931, 947, 953, 966, 972, 989, 995]"
32,9x9,0,3.7658331394195557,0,1,13,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 429, 432, 446, 457, 465, 471, 488, 494, 517, 524, 536, 542, 558, 561, 575, 583, 599, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 755, 768, 779, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 959, 966, 972, 984, 995]"
33,9x9,0,3.5296623706817627,0,0,9,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 429, 431, 446, 453, 462, 475, 488, 494, 515, 524, 536, 547, 558, 561, 572, 583, 599, 613, 628, 632, 645, 654, 669, 677, 681, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 934, 942, 957, 966, 971, 989, 995]"
34,9x9,0,3.666273832321167,0,2,17,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 217, 229, 236, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 413, 424, 432, 446, 457, 469, 471, 488, 495, 519, 526, 537, 545, 558, 561, 572, 583, 594, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 974, 982, 999]"
35,9x9,0,3.446812152862549,0,0,15,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 432, 446, 453, 469, 471, 488, 495, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 631, 645, 654, 662, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 974, 981, 999]"
36,9x9,0,3.5737977027893066,0,3,19,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 227, 236, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 415, 429, 432, 446, 457, 463, 471, 488, 494, 514, 526, 537, 542, 558, 561, 575, 583, 599, 611, 628, 633, 645, 654, 669, 677, 682, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 817, 823, 839, 844, 855, 862, 876, 881, 898, 918, 924, 931, 947, 953, 966, 972, 989, 995]"
37,9x9,0,3.820272922515869,0,3,21,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 413, 424, 432, 446, 457, 469, 471, 488, 495, 517, 529, 536, 545, 558, 561, 572, 583, 594, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 974, 982, 999]"
38,9x9,0,3.3089470863342285,0,0,9,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 431, 446, 453, 462, 479, 488, 495, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 632, 645, 654, 669, 677, 681, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 935, 942, 957, 966, 971, 984, 999]"
39,9x9,0,3.7482874393463135,0,4,23,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 226, 237, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 414, 423, 432, 446, 457, 469, 471, 488, 495, 517, 529, 536, 545, 558, 561, 572, 583, 594, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 733, 741, 755, 768, 774, 787, 799, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 924, 931, 947, 959, 966, 975, 982, 993]"
40,9x9,0,3.5296175479888916,0,2,19,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 217, 229, 236, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 519, 526, 537, 542, 558, 561, 575, 583, 594, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 755, 768, 779, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 959, 966, 972, 984, 995]"
41,9x9,0,3.300001621246338,0,0,9,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 431, 446, 453, 462, 475, 488, 499, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 632, 645, 654, 669, 677, 681, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 934, 942, 957, 966, 971, 989, 995]"
42,9x9,0,4.173053026199341,0,10,47,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 217, 223, 236, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 415, 429, 432, 446, 457, 463, 471, 488, 494, 514, 526, 537, 542, 558, 561, 575, 583, 599, 611, 628, 633, 645, 654, 669, 677, 682, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 813, 827, 839, 844, 855, 862, 876, 881, 898, 918, 924, 931, 947, 953, 966, 972, 989, 995]"
43,9x9,0,4.346211671829224,0,5,27,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 217, 223, 236, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 415, 429, 432, 446, 457, 463, 471, 488, 494, 514, 526, 537, 542, 558, 561, 575, 583, 599, 611, 628, 633, 645, 654, 669, 677, 682, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 813, 827, 839, 844, 855, 862, 876, 881, 898, 918, 924, 931, 947, 953, 966, 972, 989, 995]"
44,9x9,0,6.019655466079712,0,26,113,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 517, 529, 536, 542, 558, 561, 574, 583, 595, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 972, 989, 994]"
45,9x9,0,4.170980215072632,0,7,41,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 417, 424, 431, 446, 453, 462, 475, 488, 499, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 632, 649, 654, 665, 677, 681, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 934, 942, 957, 966, 971, 989, 995]"
46,9x9,0,3.7311015129089355,0,2,17,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 217, 229, 236, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 519, 526, 537, 542, 558, 561, 574, 583, 595, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 972, 989, 994]"
47,9x9,0,3.5090763568878174,0,1,15,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 217, 229, 236, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 519, 526, 537, 542, 558, 561, 574, 583, 595, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 759, 768, 775, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 955, 966, 972, 989, 994]"
48,9x9,0,4.098455429077148,0,2,15,"[112, 125, 138, 143, 156, 167, 179, 184, 191, 213, 226, 237, 249, 251, 264, 278, 285, 292, 319, 321, 334, 348, 352, 365, 373, 386, 397, 414, 423, 432, 446, 457, 469, 471, 488, 495, 517, 529, 536, 545, 558, 561, 572, 583, 594, 611, 628, 635, 642, 654, 663, 677, 689, 696, 716, 722, 733, 741, 755, 768, 774, 787, 799, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 924, 931, 947, 959, 966, 975, 982, 993]"
49,9x9,0,6.594756841659546,0,21,95,"[112, 125, 133, 148, 156, 167, 174, 189, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 345, 352, 369, 373, 386, 397, 413, 424, 432, 446, 457, 465, 471, 488, 499, 517, 529, 536, 542, 558, 561, 575, 583, 594, 611, 628, 635, 649, 654, 663, 677, 682, 696, 716, 722, 734, 741, 755, 768, 779, 787, 793, 815, 827, 839, 844, 853, 862, 876, 881, 898, 918, 923, 931, 947, 959, 966, 972, 984, 995]"
50,9x9,0,3.565808057785034,0,4,23,"[112, 125, 133, 148, 156, 167, 179, 184, 191, 219, 226, 237, 243, 251, 264, 278, 285, 292, 314, 321, 338, 349, 352, 365, 373, 386, 397, 417, 424, 432, 446, 453, 469, 471, 488, 495, 515, 529, 536, 547, 558, 561, 572, 583, 594, 613, 628, 631, 645, 654, 662, 677, 689, 696, 716, 722, 735, 741, 759, 768, 774, 787, 793, 811, 827, 839, 844, 855, 863, 876, 882, 898, 918, 923, 934, 942, 957, 966, 975, 981, 999]"
